"time","station","Cond","DOpct","Sal","Temp","Turb","pH"
2023-01-01 15:45:00.000 -0500,Ada,504.8,98.3,0.38,6.571,10.35,7.31
2023-01-01 16:00:00.000 -0500,Ada,514.5,100.2,0.39,6.697,9.91,7.31
2023-01-01 16:15:00.000 -0500,Ada,518.8,101.2,0.39,6.698,9.94,7.31
2023-01-01 16:30:00.000 -0500,Ada,517.8,99.8,0.39,6.708,9.96,7.32
2023-01-01 16:45:00.000 -0500,Ada,512.1,100.5,0.39,6.681,10.04,7.32
2023-01-01 17:00:00.000 -0500,Ada,513.2,99.6,0.39,6.673,9.95,7.32
2023-01-01 17:15:00.000 -0500,Ada,514.3,100.3,0.39,6.674,9.79,7.32
2023-01-01 17:30:00.000 -0500,Ada,515.2,98.5,0.39,6.674,9.9,7.32
2023-01-01 17:45:00.000 -0500,Ada,509.0,97.9,0.38,6.652,9.99,7.32
2023-01-01 18:00:00.000 -0500,Ada,514.9,99.3,0.39,6.653,9.75,7.31
2023-01-01 18:15:00.000 -0500,Ada,511.2,97.1,0.39,6.662,9.91,7.31
2023-01-01 18:30:00.000 -0500,Ada,509.0,95.3,0.38,6.665,9.84,7.31
2023-01-01 18:45:00.000 -0500,Ada,510.0,97.7,0.39,6.668,9.76,7.31
2023-01-01 19:00:00.000 -0500,Ada,508.9,100.3,0.38,6.668,9.9,7.31
2023-01-01 19:15:00.000 -0500,Ada,507.6,95.9,0.38,6.646,9.85,7.31
2023-01-01 19:30:00.000 -0500,Ada,504.7,96.0,0.38,6.622,9.87,7.31
2023-01-01 19:45:00.000 -0500,Ada,502.0,95.5,0.38,6.628,9.91,7.3
2023-01-01 20:00:00.000 -0500,Ada,507.5,95.6,0.38,6.661,9.96,7.31
2023-01-01 20:15:00.000 -0500,Ada,511.3,96.3,0.39,6.671,9.73,7.31
2023-01-01 20:30:00.000 -0500,Ada,512.2,95.7,0.39,6.68,9.99,7.3
2023-01-01 20:45:00.000 -0500,Ada,509.0,97.5,0.38,6.661,9.93,7.3
2023-01-01 21:00:00.000 -0500,Ada,509.7,97.8,0.39,6.641,9.83,7.3
2023-01-01 21:15:00.000 -0500,Ada,512.0,96.9,0.39,6.651,9.77,7.3
2023-01-01 21:30:00.000 -0500,Ada,508.4,94.9,0.38,6.65,9.77,7.3
2023-01-01 21:45:00.000 -0500,Ada,507.3,92.9,0.38,6.644,9.62,7.3
2023-01-01 22:00:00.000 -0500,Ada,510.1,95.6,0.39,6.662,9.71,7.3
2023-01-01 22:15:00.000 -0500,Ada,511.7,95.9,0.39,6.663,9.94,7.3
2023-01-01 22:30:00.000 -0500,Ada,511.0,95.8,0.39,6.672,10.3,7.3
2023-01-01 22:45:00.000 -0500,Ada,509.6,95.7,0.39,6.66,9.67,7.3
2023-01-01 23:00:00.000 -0500,Ada,513.6,95.3,0.39,6.67,10.31,7.3
2023-01-01 23:15:00.000 -0500,Ada,506.2,98.4,0.38,6.664,9.73,7.3
2023-01-01 23:30:00.000 -0500,Ada,509.1,94.5,0.38,6.665,10.07,7.3
2023-01-01 23:45:00.000 -0500,Ada,515.5,98.0,0.39,6.679,9.97,7.3
2023-01-02 00:00:00.000 -0500,Ada,511.5,94.9,0.39,6.673,9.72,7.3
2023-01-02 00:15:00.000 -0500,Ada,511.5,96.3,0.39,6.681,9.76,7.3
2023-01-02 00:30:00.000 -0500,Ada,511.9,97.9,0.39,6.661,9.83,7.31
2023-01-02 00:45:00.000 -0500,Ada,510.7,94.9,0.39,6.639,9.78,7.3
2023-01-02 01:00:00.000 -0500,Ada,502.5,94.0,0.38,6.597,9.7,7.3
2023-01-02 01:15:00.000 -0500,Ada,505.7,96.1,0.38,6.627,9.51,7.29
2023-01-02 01:30:00.000 -0500,Ada,509.3,93.5,0.39,6.603,9.57,7.29
2023-01-02 01:45:00.000 -0500,Ada,512.8,95.5,0.39,6.625,9.68,7.29
2023-01-02 02:00:00.000 -0500,Ada,507.9,95.2,0.38,6.587,9.54,7.29
2023-01-02 02:15:00.000 -0500,Ada,500.2,95.4,0.38,6.541,9.53,7.29
2023-01-02 02:30:00.000 -0500,Ada,503.8,94.5,0.38,6.547,10.52,7.29
2023-01-02 02:45:00.000 -0500,Ada,505.6,92.9,0.38,6.585,10.56,7.28
2023-01-02 03:00:00.000 -0500,Ada,503.8,94.1,0.38,6.589,10.43,7.28
2023-01-02 03:15:00.000 -0500,Ada,502.5,95.9,0.38,6.593,10.44,7.28
2023-01-02 03:30:00.000 -0500,Ada,510.3,95.2,0.39,6.667,10.28,7.28
2023-01-02 03:45:00.000 -0500,Ada,516.4,95.2,0.39,6.688,10.31,7.28
2023-01-02 04:00:00.000 -0500,Ada,521.3,95.4,0.39,6.738,10.38,7.28
2023-01-02 04:15:00.000 -0500,Ada,504.1,94.8,0.38,6.607,10.33,7.28
2023-01-02 04:30:00.000 -0500,Ada,504.6,98.0,0.38,6.592,10.45,7.28
2023-01-02 04:45:00.000 -0500,Ada,508.9,94.1,0.38,6.63,10.44,7.28
2023-01-02 05:00:00.000 -0500,Ada,511.8,94.5,0.39,6.627,10.3,7.28
2023-01-02 05:15:00.000 -0500,Ada,506.4,92.2,0.38,6.592,10.31,7.27
2023-01-02 05:30:00.000 -0500,Ada,506.6,91.2,0.38,6.589,10.33,7.27
2023-01-02 05:45:00.000 -0500,Ada,507.2,89.5,0.38,6.598,10.17,7.26
2023-01-02 06:00:00.000 -0500,Ada,507.5,88.8,0.38,6.609,10.25,7.25
2023-01-02 06:15:00.000 -0500,Ada,508.7,88.5,0.38,6.622,10.22,7.25
2023-01-02 06:30:00.000 -0500,Ada,509.9,88.9,0.39,6.634,10.19,7.25
2023-01-02 06:45:00.000 -0500,Ada,510.3,88.3,0.39,6.643,10.43,7.24
2023-01-02 07:00:00.000 -0500,Ada,511.5,86.5,0.39,6.652,10.4,7.24
2023-01-02 07:15:00.000 -0500,Ada,512.7,83.9,0.39,6.663,10.95,7.25
2023-01-02 07:30:00.000 -0500,Ada,514.0,83.0,0.39,6.665,10.25,7.25
2023-01-02 07:45:00.000 -0500,Ada,514.2,83.0,0.39,6.663,9.95,7.24
2023-01-02 08:00:00.000 -0500,Ada,514.6,87.0,0.39,6.661,10.01,7.24
2023-01-02 08:15:00.000 -0500,Ada,514.8,92.9,0.39,6.657,9.84,7.22
2023-01-02 08:30:00.000 -0500,Ada,513.2,96.6,0.39,6.651,9.92,7.21
2023-01-02 08:45:00.000 -0500,Ada,506.1,99.2,0.38,6.638,11.69,7.22
2023-01-02 09:00:00.000 -0500,Ada,509.5,99.0,0.38,6.656,10.46,7.23
2023-01-02 09:15:00.000 -0500,Ada,508.7,96.4,0.38,6.66,11.18,7.25
2023-01-02 09:30:00.000 -0500,Ada,507.5,97.7,0.38,6.665,11.9,7.26
2023-01-02 09:45:00.000 -0500,Ada,511.9,97.3,0.39,6.681,10.1,7.26
2023-01-02 10:00:00.000 -0500,Ada,514.6,96.5,0.39,6.7,11.5,7.27
2023-01-02 10:15:00.000 -0500,Ada,523.5,98.0,0.4,6.711,10.2,7.27
2023-01-02 10:30:00.000 -0500,Ada,514.8,98.4,0.39,6.695,10.19,7.28
2023-01-02 10:45:00.000 -0500,Ada,513.1,97.9,0.39,6.688,10.1,7.28
2023-01-02 11:00:00.000 -0500,Ada,512.5,98.6,0.39,6.71,10.0,7.28
2023-01-02 11:15:00.000 -0500,Ada,511.2,98.9,0.39,6.671,10.26,7.28
2023-01-02 11:30:00.000 -0500,Ada,516.7,99.0,0.39,6.713,10.48,7.29
2023-01-02 11:45:00.000 -0500,Ada,512.5,97.8,0.39,6.727,10.2,7.29
2023-01-02 12:00:00.000 -0500,Ada,509.7,99.6,0.38,6.71,10.1,7.3
2023-01-02 12:15:00.000 -0500,Ada,516.8,101.0,0.39,6.726,10.22,7.29
2023-01-02 12:30:00.000 -0500,Ada,513.9,102.7,0.39,6.739,10.13,7.29
2023-01-02 12:45:00.000 -0500,Ada,513.5,102.3,0.39,6.727,10.98,7.3
2023-01-02 13:00:00.000 -0500,Ada,519.1,102.9,0.39,6.794,10.45,7.29
2023-01-02 13:15:00.000 -0500,Ada,514.4,102.9,0.39,6.77,10.47,7.3
2023-01-02 13:30:00.000 -0500,Ada,506.8,104.0,0.38,6.756,10.11,7.3
2023-01-02 13:45:00.000 -0500,Ada,505.9,103.9,0.38,6.748,10.24,7.3
2023-01-02 14:00:00.000 -0500,Ada,516.9,103.6,0.39,6.775,10.81,7.3
2023-01-02 14:15:00.000 -0500,Ada,520.7,103.4,0.39,6.816,11.39,7.28
2023-01-02 14:30:00.000 -0500,Ada,522.4,106.8,0.39,6.83,12.35,7.29
2023-01-02 14:45:00.000 -0500,Ada,509.2,103.1,0.38,6.785,11.26,7.3
2023-01-02 15:00:00.000 -0500,Ada,516.6,103.4,0.39,6.8,11.35,7.3
2023-01-02 15:15:00.000 -0500,Ada,511.3,104.0,0.38,6.792,10.98,7.31
2023-01-02 15:30:00.000 -0500,Ada,513.0,104.8,0.39,6.793,12.37,7.3
2023-01-02 15:45:00.000 -0500,Ada,511.3,104.0,0.38,6.791,11.2,7.3
2023-01-02 16:00:00.000 -0500,Ada,505.1,102.8,0.38,6.768,11.33,7.3
2023-01-02 16:15:00.000 -0500,Ada,500.5,104.0,0.38,6.743,11.25,7.31
2023-01-02 16:30:00.000 -0500,Ada,499.7,103.9,0.38,6.738,11.39,7.31
2023-01-02 16:45:00.000 -0500,Ada,502.2,102.5,0.38,6.769,11.45,7.31
2023-01-02 17:00:00.000 -0500,Ada,501.2,104.2,0.38,6.762,11.44,7.3
2023-01-02 17:15:00.000 -0500,Ada,497.8,102.5,0.37,6.742,11.28,7.3
2023-01-02 17:30:00.000 -0500,Ada,507.0,103.0,0.38,6.772,11.38,7.29
2023-01-02 17:45:00.000 -0500,Ada,508.3,100.2,0.38,6.781,11.45,7.29
2023-01-02 18:00:00.000 -0500,Ada,515.6,100.2,0.39,6.799,11.37,7.29
2023-01-02 18:15:00.000 -0500,Ada,509.3,102.3,0.38,6.755,11.32,7.29
2023-01-02 18:30:00.000 -0500,Ada,507.7,102.6,0.38,6.775,11.48,7.29
2023-01-02 18:45:00.000 -0500,Ada,522.3,104.3,0.39,6.849,11.31,7.29
2023-01-02 19:00:00.000 -0500,Ada,519.8,103.8,0.39,6.812,11.38,7.29
2023-01-02 19:15:00.000 -0500,Ada,518.1,105.9,0.39,6.816,13.51,7.29
2023-01-02 19:30:00.000 -0500,Ada,515.7,103.9,0.39,6.804,13.52,7.29
2023-01-02 19:45:00.000 -0500,Ada,525.0,104.5,0.39,6.857,13.4,7.29
2023-01-02 20:00:00.000 -0500,Ada,515.7,105.0,0.39,6.815,13.07,7.29
2023-01-02 20:15:00.000 -0500,Ada,514.6,103.7,0.39,6.833,13.31,7.29
2023-01-02 20:30:00.000 -0500,Ada,519.1,103.0,0.39,6.861,13.3,7.29
2023-01-02 20:45:00.000 -0500,Ada,520.5,104.5,0.39,6.848,13.31,7.29
2023-01-02 21:00:00.000 -0500,Ada,516.7,104.9,0.39,6.847,12.87,7.29
2023-01-02 21:15:00.000 -0500,Ada,517.9,102.4,0.39,6.844,12.98,7.29
2023-01-02 21:30:00.000 -0500,Ada,517.2,102.1,0.39,6.838,13.13,7.29
2023-01-02 21:45:00.000 -0500,Ada,519.3,104.6,0.39,6.857,13.54,7.28
2023-01-02 22:00:00.000 -0500,Ada,513.1,104.2,0.39,6.804,12.91,7.29
2023-01-02 22:15:00.000 -0500,Ada,510.5,104.6,0.38,6.797,12.85,7.29
2023-01-02 22:30:00.000 -0500,Ada,515.7,104.0,0.39,6.821,12.84,7.29
2023-01-02 22:45:00.000 -0500,Ada,506.9,102.8,0.38,6.771,12.89,7.29
2023-01-02 23:00:00.000 -0500,Ada,511.7,102.3,0.39,6.798,11.7,7.29
2023-01-02 23:15:00.000 -0500,Ada,513.0,101.6,0.39,6.795,11.4,7.28
2023-01-02 23:30:00.000 -0500,Ada,509.9,101.2,0.38,6.786,11.66,7.29
2023-01-02 23:45:00.000 -0500,Ada,509.4,102.5,0.38,6.777,11.5,7.29
2023-01-03 00:00:00.000 -0500,Ada,504.2,101.0,0.38,6.749,11.76,7.29
2023-01-03 00:15:00.000 -0500,Ada,510.5,99.6,0.38,6.795,11.54,7.3
2023-01-03 00:30:00.000 -0500,Ada,512.2,102.8,0.39,6.794,11.55,7.29
2023-01-03 00:45:00.000 -0500,Ada,510.4,102.2,0.38,6.777,11.75,7.29
2023-01-03 01:00:00.000 -0500,Ada,512.1,102.3,0.39,6.782,11.63,7.29
2023-01-03 01:15:00.000 -0500,Ada,512.6,100.4,0.39,6.797,11.7,7.29
2023-01-03 01:30:00.000 -0500,Ada,521.0,101.2,0.39,6.831,11.67,7.28
2023-01-03 01:45:00.000 -0500,Ada,516.3,94.7,0.39,6.812,11.67,7.29
2023-01-03 02:00:00.000 -0500,Ada,509.0,101.8,0.38,6.748,11.55,7.29
2023-01-03 02:15:00.000 -0500,Ada,507.1,101.3,0.38,6.714,11.55,7.29
2023-01-03 02:30:00.000 -0500,Ada,513.8,102.1,0.39,6.726,11.59,7.28
2023-01-03 02:45:00.000 -0500,Ada,510.3,101.0,0.39,6.697,11.45,7.28
2023-01-03 03:00:00.000 -0500,Ada,511.7,99.0,0.39,6.721,11.37,7.28
2023-01-03 03:15:00.000 -0500,Ada,508.7,98.3,0.38,6.726,11.33,7.28
2023-01-03 03:30:00.000 -0500,Ada,505.8,99.1,0.38,6.72,11.44,7.29
2023-01-03 03:45:00.000 -0500,Ada,509.1,96.1,0.38,6.709,11.58,7.29
2023-01-03 04:00:00.000 -0500,Ada,507.3,96.0,0.38,6.739,11.37,7.28
2023-01-03 04:15:00.000 -0500,Ada,508.6,99.1,0.38,6.747,11.57,7.28
2023-01-03 04:30:00.000 -0500,Ada,501.4,101.3,0.38,6.699,11.34,7.29
2023-01-03 04:45:00.000 -0500,Ada,513.2,101.2,0.39,6.715,11.46,7.28
2023-01-03 05:00:00.000 -0500,Ada,508.9,101.1,0.38,6.719,11.42,7.28
2023-01-03 05:15:00.000 -0500,Ada,502.5,97.0,0.38,6.683,11.47,7.28
2023-01-03 05:30:00.000 -0500,Ada,515.1,102.9,0.39,6.737,11.8,7.28
2023-01-03 05:45:00.000 -0500,Ada,511.6,102.2,0.39,6.744,11.49,7.28
2023-01-03 06:00:00.000 -0500,Ada,514.3,103.2,0.39,6.74,11.41,7.28
2023-01-03 06:15:00.000 -0500,Ada,507.8,101.4,0.38,6.709,11.61,7.28
2023-01-03 06:30:00.000 -0500,Ada,513.0,99.9,0.39,6.721,11.64,7.28
2023-01-03 06:45:00.000 -0500,Ada,510.2,103.0,0.38,6.734,11.5,7.28
2023-01-03 07:00:00.000 -0500,Ada,510.2,102.5,0.38,6.73,11.5,7.28
2023-01-03 07:15:00.000 -0500,Ada,501.7,103.4,0.38,6.669,11.52,7.28
2023-01-03 07:30:00.000 -0500,Ada,511.0,101.7,0.39,6.722,11.52,7.28
2023-01-03 07:45:00.000 -0500,Ada,517.3,102.4,0.39,6.739,11.7,7.28
2023-01-03 08:00:00.000 -0500,Ada,501.1,99.5,0.38,6.667,13.33,7.28
2023-01-03 08:15:00.000 -0500,Ada,507.1,91.1,0.38,6.69,11.14,7.28
2023-01-03 08:30:00.000 -0500,Ada,507.4,101.7,0.38,6.684,10.99,7.28
2023-01-03 08:45:00.000 -0500,Ada,508.6,98.8,0.38,6.692,11.2,7.28
2023-01-03 09:00:00.000 -0500,Ada,497.3,99.6,0.38,6.607,11.28,7.29
2023-01-03 09:15:00.000 -0500,Ada,498.6,102.3,0.38,6.629,12.1,7.28
2023-01-03 09:30:00.000 -0500,Ada,498.9,98.5,0.38,6.617,12.32,7.29
2023-01-03 09:45:00.000 -0500,Ada,495.9,97.5,0.37,6.636,11.16,7.28
2023-01-03 10:00:00.000 -0500,Ada,505.7,99.8,0.38,6.575,11.27,7.29
2023-01-03 10:15:00.000 -0500,Ada,477.4,101.6,0.36,6.434,11.81,7.3
2023-01-03 10:30:00.000 -0500,Ada,510.6,102.4,0.39,6.641,11.15,7.29
2023-01-03 10:45:00.000 -0500,Ada,493.8,103.5,0.37,6.554,11.15,7.29
2023-01-03 11:00:00.000 -0500,Ada,487.6,103.0,0.37,6.515,11.08,7.29
2023-01-03 11:15:00.000 -0500,Ada,493.7,102.8,0.37,6.561,10.93,7.29
2023-01-03 11:30:00.000 -0500,Ada,499.5,101.0,0.38,6.594,10.94,7.28
2023-01-03 11:45:00.000 -0500,Ada,493.3,101.8,0.37,6.547,10.91,7.29
2023-01-03 12:00:00.000 -0500,Ada,490.3,102.7,0.37,6.515,11.02,7.29
2023-01-03 12:15:00.000 -0500,Ada,490.1,103.7,0.37,6.483,12.99,7.3
2023-01-03 12:30:00.000 -0500,Ada,508.1,103.0,0.38,6.665,13.16,7.29
2023-01-03 12:45:00.000 -0500,Ada,507.9,104.0,0.38,6.694,10.9,7.29
2023-01-03 13:00:00.000 -0500,Ada,497.3,103.5,0.38,6.589,10.95,7.29
2023-01-03 13:15:00.000 -0500,Ada,501.1,100.5,0.38,6.655,11.1,7.29
2023-01-03 13:30:00.000 -0500,Ada,515.8,104.0,0.39,6.769,11.01,7.28
2023-01-03 13:45:00.000 -0500,Ada,521.4,104.7,0.39,6.789,10.99,7.29
2023-01-03 14:00:00.000 -0500,Ada,514.3,104.9,0.39,6.732,13.37,7.29
2023-01-03 14:15:00.000 -0500,Ada,495.8,102.2,0.37,6.641,10.88,7.29
2023-01-03 14:30:00.000 -0500,Ada,518.4,105.7,0.39,6.758,10.83,7.29
2023-01-03 14:45:00.000 -0500,Ada,492.8,102.2,0.37,6.581,11.04,7.3
2023-01-03 15:00:00.000 -0500,Ada,506.5,103.5,0.38,6.685,10.84,7.3
2023-01-03 15:15:00.000 -0500,Ada,505.6,104.9,0.38,6.617,10.89,7.3
2023-01-03 15:30:00.000 -0500,Ada,485.2,104.4,0.37,6.504,11.11,7.3
2023-01-03 15:45:00.000 -0500,Ada,492.0,105.1,0.37,6.501,10.85,7.29
2023-01-03 16:00:00.000 -0500,Ada,475.5,104.7,0.36,6.445,11.18,7.29
2023-01-03 16:15:00.000 -0500,Ada,491.5,104.9,0.37,6.559,10.94,7.29
2023-01-03 16:30:00.000 -0500,Ada,485.9,104.2,0.37,6.474,11.75,7.29
2023-01-03 16:45:00.000 -0500,Ada,503.6,104.1,0.38,6.597,11.0,7.28
2023-01-03 17:00:00.000 -0500,Ada,499.2,103.2,0.38,6.564,11.45,7.28
2023-01-03 17:15:00.000 -0500,Ada,485.4,104.2,0.37,6.534,11.19,7.28
2023-01-03 17:30:00.000 -0500,Ada,504.6,104.2,0.38,6.641,11.21,7.27
2023-01-03 17:45:00.000 -0500,Ada,499.8,105.0,0.38,6.605,11.29,7.29
2023-01-03 18:00:00.000 -0500,Ada,507.8,104.8,0.38,6.616,11.27,7.29
2023-01-03 18:15:00.000 -0500,Ada,495.6,105.2,0.38,6.556,11.33,7.29
2023-01-03 18:30:00.000 -0500,Ada,479.2,104.5,0.36,6.41,11.37,7.31
2023-01-03 18:45:00.000 -0500,Ada,488.5,104.1,0.37,6.445,11.25,7.3
2023-01-03 19:00:00.000 -0500,Ada,479.5,103.6,0.36,6.47,11.37,7.29
2023-01-03 19:15:00.000 -0500,Ada,491.2,102.9,0.37,6.55,11.67,7.28
2023-01-03 19:30:00.000 -0500,Ada,487.4,102.8,0.37,6.489,11.39,7.28
2023-01-03 19:45:00.000 -0500,Ada,490.7,102.1,0.37,6.592,11.32,7.27
2023-01-03 20:00:00.000 -0500,Ada,510.6,102.2,0.39,6.619,11.4,7.27
2023-01-03 20:15:00.000 -0500,Ada,498.5,101.3,0.38,6.602,11.33,7.27
2023-01-03 20:30:00.000 -0500,Ada,496.4,100.9,0.38,6.594,11.39,7.27
2023-01-03 20:45:00.000 -0500,Ada,509.7,101.6,0.39,6.67,11.41,7.27
2023-01-03 21:00:00.000 -0500,Ada,506.5,101.7,0.38,6.676,11.39,7.27
2023-01-03 21:15:00.000 -0500,Ada,500.6,103.2,0.38,6.639,11.3,7.28
2023-01-03 21:30:00.000 -0500,Ada,492.8,103.4,0.37,6.587,11.42,7.28
2023-01-03 21:45:00.000 -0500,Ada,502.1,103.2,0.38,6.588,11.52,7.28
2023-01-03 22:00:00.000 -0500,Ada,486.0,102.9,0.37,6.528,11.62,7.29
2023-01-03 22:15:00.000 -0500,Ada,495.4,102.5,0.37,6.586,11.5,7.27
2023-01-03 22:30:00.000 -0500,Ada,479.4,100.2,0.36,6.532,11.48,7.27
2023-01-03 22:45:00.000 -0500,Ada,485.9,98.8,0.37,6.543,11.58,7.26
2023-01-03 23:00:00.000 -0500,Ada,486.9,102.0,0.37,6.553,11.44,7.27
2023-01-03 23:15:00.000 -0500,Ada,493.4,101.0,0.37,6.586,11.37,7.27
2023-01-03 23:30:00.000 -0500,Ada,505.7,101.1,0.38,6.67,12.26,7.26
2023-01-03 23:45:00.000 -0500,Ada,500.3,102.2,0.38,6.605,11.91,7.28
2023-01-04 00:00:00.000 -0500,Ada,488.9,103.4,0.37,6.515,12.23,7.28
2023-01-04 00:15:00.000 -0500,Ada,483.2,102.3,0.37,6.513,11.77,7.28
2023-01-04 00:30:00.000 -0500,Ada,486.4,102.6,0.37,6.556,11.44,7.28
2023-01-04 00:45:00.000 -0500,Ada,492.6,103.1,0.37,6.534,11.48,7.28
2023-01-04 01:00:00.000 -0500,Ada,492.1,102.0,0.37,6.573,11.78,7.27
2023-01-04 01:15:00.000 -0500,Ada,486.7,101.9,0.37,6.547,11.91,7.27
2023-01-04 01:30:00.000 -0500,Ada,486.3,102.6,0.37,6.549,11.78,7.27
2023-01-04 01:45:00.000 -0500,Ada,497.5,99.6,0.38,6.604,11.54,7.26
